-8.0 9.95e-01 4.62e-03 5.38e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.9 9.94e-01 6.36e-03 7.93e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.8 9.91e-01 8.57e-03 1.19e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.7 9.89e-01 1.13e-02 1.79e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.6 9.85e-01 1.47e-02 2.72e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.5 9.81e-01 1.88e-02 4.15e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.4 9.76e-01 2.39e-02 6.37e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.3 9.70e-01 3.01e-02 9.80e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.2 9.62e-01 3.76e-02 1.51e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.1 9.54e-01 4.64e-02 2.32e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-7.0 9.43e-01 5.70e-02 3.57e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.9 9.31e-01 6.93e-02 5.47e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.8 9.16e-01 8.38e-02 8.35e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.7 8.99e-01 1.01e-01 1.27e-06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.6 8.80e-01 1.20e-01 1.93e-06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.5 8.58e-01 1.42e-01 2.92e-06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.4 8.33e-01 1.67e-01 4.39e-06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.3 8.06e-01 1.94e-01 6.56e-06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.2 7.75e-01 2.25e-01 9.79e-06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.1 7.41e-01 2.59e-01 1.46e-05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-6.0 7.03e-01 2.97e-01 2.16e-05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
