2.8 1.83e-19 1.55e-09 1.00e+00
2.9 1.00e-19 1.16e-09 1.00e+00
3.0 5.61e-20 8.81e-10 1.00e+00
3.1 3.20e-20 6.73e-10 1.00e+00
3.2 1.85e-20 5.18e-10 1.00e+00
3.3 1.08e-20 4.01e-10 1.00e+00
3.4 6.31e-21 3.12e-10 1.00e+00
3.5 3.72e-21 2.43e-10 1.00e+00
3.6 2.20e-21 1.91e-10 1.00e+00
3.7 1.31e-21 1.50e-10 1.00e+00
3.8 7.77e-22 1.18e-10 1.00e+00
3.9 4.62e-22 9.25e-11 1.00e+00
4.0 2.75e-22 7.29e-11 1.00e+00
4.1 1.64e-22 5.75e-11 1.00e+00
4.2 9.75e-23 4.53e-11 1.00e+00
4.3 5.81e-23 3.58e-11 1.00e+00
4.4 3.47e-23 2.82e-11 1.00e+00
4.5 2.07e-23 2.23e-11 1.00e+00
4.6 1.24e-23 1.76e-11 1.00e+00
4.7 7.43e-24 1.39e-11 1.00e+00
4.8 4.46e-24 1.09e-11 1.00e+00
4.9 2.68e-24 8.64e-12 1.00e+00
5.0 1.61e-24 6.81e-12 1.00e+00
5.1 9.72e-25 5.37e-12 1.00e+00
5.2 5.86e-25 4.23e-12 1.00e+00
5.3 3.54e-25 3.34e-12 1.00e+00
5.4 2.14e-25 2.63e-12 1.00e+00
5.5 1.29e-25 2.07e-12 1.00e+00
5.6 7.81e-26 1.63e-12 1.00e+00
5.7 4.72e-26 1.28e-12 1.00e+00
5.8 2.85e-26 1.00e-12 1.00e+00
5.9 1.73e-26 7.88e-13 1.00e+00
6.0 1.04e-26 6.17e-13 1.00e+00
6.1 6.30e-27 4.83e-13 1.00e+00
6.2 3.80e-27 3.78e-13 1.00e+00
6.3 2.29e-27 2.95e-13 1.00e+00
6.4 1.38e-27 2.29e-13 1.00e+00
6.5 8.35e-28 1.78e-13 1.00e+00
6.6 5.03e-28 1.38e-13 1.00e+00
6.7 3.03e-28 1.06e-13 1.00e+00
6.8 1.82e-28 8.19e-14 1.00e+00
6.9 1.09e-28 6.27e-14 1.00e+00
7.0 6.57e-29 4.78e-14 1.00e+00
