-1.7 3.43e-08 1.67e-04 3.84e-02 2.41e-01 3.76e-01 3.29e-01 1.65e-02 1.78e-04
-1.6 1.26e-08 7.73e-05 2.30e-02 1.83e-01 3.61e-01 4.06e-01 2.65e-02 3.69e-04
-1.5 4.46e-09 3.46e-05 1.32e-02 1.33e-01 3.33e-01 4.79e-01 4.05e-02 7.25e-04
-1.4 1.53e-09 1.50e-05 7.33e-03 9.38e-02 2.95e-01 5.43e-01 5.90e-02 1.35e-03
-1.3 5.11e-10 6.32e-06 3.94e-03 6.38e-02 2.54e-01 5.94e-01 8.27e-02 2.42e-03
-1.2 1.66e-10 2.60e-06 2.06e-03 4.21e-02 2.11e-01 6.29e-01 1.12e-01 4.17e-03
-1.1 5.28e-11 1.04e-06 1.05e-03 2.71e-02 1.71e-01 6.47e-01 1.47e-01 6.95e-03
-1.0 1.64e-11 4.09e-07 5.22e-04 1.70e-02 1.36e-01 6.49e-01 1.87e-01 1.12e-02
-0.9 4.96e-12 1.57e-07 2.53e-04 1.04e-02 1.05e-01 6.35e-01 2.32e-01 1.77e-02
-0.8 1.48e-12 5.90e-08 1.21e-04 6.26e-03 7.92e-02 6.06e-01 2.81e-01 2.71e-02
-0.7 4.31e-13 2.17e-08 5.61e-05 3.67e-03 5.85e-02 5.66e-01 3.32e-01 4.03e-02
-0.6 1.23e-13 7.84e-09 2.55e-05 2.10e-03 4.22e-02 5.15e-01 3.82e-01 5.86e-02
-0.5 3.43e-14 2.76e-09 1.13e-05 1.18e-03 2.97e-02 4.58e-01 4.28e-01 8.29e-02
-0.4 9.35e-15 9.48e-10 4.91e-06 6.42e-04 2.04e-02 3.97e-01 4.68e-01 1.14e-01
-0.3 2.48e-15 3.18e-10 2.07e-06 3.41e-04 1.37e-02 3.35e-01 4.98e-01 1.53e-01
-0.2 6.41e-16 1.03e-10 8.51e-07 1.77e-04 8.91e-03 2.75e-01 5.16e-01 2.00e-01
-0.1 1.62e-16 3.29e-11 3.41e-07 8.91e-05 5.66e-03 2.20e-01 5.20e-01 2.54e-01
0.0 3.92e-17 1.02e-11 1.33e-07 4.38e-05 3.50e-03 1.71e-01 5.11e-01 3.15e-01
0.1 9.41e-18 3.08e-12 5.06e-08 2.10e-05 2.11e-03 1.30e-01 4.89e-01 3.79e-01
0.2 2.21e-18 9.09e-13 1.88e-08 9.81e-06 1.24e-03 9.65e-02 4.56e-01 4.46e-01
0.3 5.06e-19 2.62e-13 6.84e-09 4.49e-06 7.16e-04 7.00e-02 4.17e-01 5.13e-01
0.4 1.14e-19 7.41e-14 2.43e-09 2.01e-06 4.04e-04 4.97e-02 3.73e-01 5.77e-01
0.5 2.51e-20 2.06e-14 8.51e-10 8.85e-07 2.24e-04 3.46e-02 3.27e-01 6.38e-01
0.6 5.44e-21 5.62e-15 2.92e-10 3.83e-07 1.22e-04 2.38e-02 2.83e-01 6.94e-01
0.7 1.16e-21 1.51e-15 9.91e-11 1.63e-07 6.54e-05 1.61e-02 2.40e-01 7.43e-01
0.8 2.46e-22 4.02e-16 3.32e-11 6.89e-08 3.47e-05 1.07e-02 2.02e-01 7.87e-01
0.9 5.14e-23 1.06e-16 1.10e-11 2.87e-08 1.82e-05 7.09e-03 1.68e-01 8.25e-01
1.0 1.06e-23 2.76e-17 3.61e-12 1.19e-08 9.49e-06 4.65e-03 1.39e-01 8.56e-01
1.1 2.19e-24 7.16e-18 1.18e-12 4.88e-09 4.90e-06 3.02e-03 1.14e-01 8.83e-01
1.2 4.48e-25 1.84e-18 3.82e-13 1.99e-09 2.52e-06 1.96e-03 9.26e-02 9.05e-01
1.3 9.12e-26 4.73e-19 1.23e-13 8.08e-10 1.29e-06 1.26e-03 7.51e-02 9.24e-01
1.4 1.85e-26 1.21e-19 3.96e-14 3.27e-10 6.56e-07 8.07e-04 6.06e-02 9.39e-01
1.5 3.74e-27 3.07e-20 1.27e-14 1.32e-10 3.33e-07 5.16e-04 4.88e-02 9.51e-01
1.6 7.54e-28 7.79e-21 4.05e-15 5.31e-11 1.69e-07 3.29e-04 3.91e-02 9.61e-01
1.7 1.52e-28 1.97e-21 1.29e-15 2.13e-11 8.52e-08 2.09e-04 3.13e-02 9.68e-01
1.8 3.05e-29 4.99e-22 4.11e-16 8.53e-12 4.30e-08 1.33e-04 2.51e-02 9.75e-01
1.9 6.11e-30 1.26e-22 1.31e-16 3.42e-12 2.17e-08 8.43e-05 2.00e-02 9.80e-01
2.0 1.22e-30 3.18e-23 4.15e-17 1.37e-12 1.09e-08 5.34e-05 1.60e-02 9.84e-01
2.1 2.45e-31 8.01e-24 1.32e-17 5.45e-13 5.48e-09 3.38e-05 1.27e-02 9.87e-01
2.2 4.90e-32 2.02e-24 4.18e-18 2.18e-13 2.75e-09 2.14e-05 1.01e-02 9.90e-01
2.3 9.81e-33 5.08e-25 1.32e-18 8.68e-14 1.38e-09 1.35e-05 8.06e-03 9.92e-01
2.4 1.96e-33 1.28e-25 4.19e-19 3.46e-14 6.94e-10 8.54e-06 6.42e-03 9.94e-01
2.5 3.91e-34 3.21e-26 1.33e-19 1.38e-14 3.48e-10 5.39e-06 5.10e-03 9.95e-01
2.6 7.82e-35 8.07e-27 4.20e-20 5.50e-15 1.75e-10 3.41e-06 4.06e-03 9.96e-01
2.7 1.56e-35 2.03e-27 1.33e-20 2.19e-15 8.76e-11 2.15e-06 3.23e-03 9.97e-01
2.8 3.11e-36 5.10e-28 4.20e-21 8.72e-16 4.39e-11 1.36e-06 2.56e-03 9.97e-01
2.9 6.22e-37 1.28e-28 1.33e-21 3.47e-16 2.20e-11 8.56e-07 2.04e-03 9.98e-01
3.0 0.00e+00 3.22e-29 4.21e-22 1.38e-16 1.10e-11 5.40e-07 1.62e-03 9.98e-01
3.1 0.00e+00 8.08e-30 1.33e-22 5.50e-17 5.53e-12 3.41e-07 1.29e-03 9.99e-01
3.2 0.00e+00 2.03e-30 4.20e-23 2.19e-17 2.77e-12 2.15e-07 1.02e-03 9.99e-01
3.3 0.00e+00 5.10e-31 1.33e-23 8.71e-18 1.39e-12 1.36e-07 8.12e-04 9.99e-01
3.4 0.00e+00 1.28e-31 4.20e-24 3.47e-18 6.95e-13 8.56e-08 6.45e-04 9.99e-01
3.5 0.00e+00 3.22e-32 1.33e-24 1.38e-18 3.48e-13 5.40e-08 5.13e-04 9.99e-01
3.6 0.00e+00 8.07e-33 4.20e-25 5.50e-19 1.75e-13 3.40e-08 4.07e-04 1.00e+00
3.7 0.00e+00 2.03e-33 1.33e-25 2.19e-19 8.75e-14 2.15e-08 3.24e-04 1.00e+00
3.8 3.11e-43 5.09e-34 4.20e-26 8.71e-20 4.38e-14 1.35e-08 2.57e-04 1.00e+00
3.9 6.21e-44 1.28e-34 1.33e-26 3.47e-20 2.20e-14 8.55e-09 2.04e-04 1.00e+00
4.0 1.24e-44 3.21e-35 4.20e-27 1.38e-20 1.10e-14 5.39e-09 1.62e-04 1.00e+00
4.1 2.47e-45 8.07e-36 1.33e-27 5.49e-21 5.52e-15 3.40e-09 1.29e-04 1.00e+00
