1.0 8.68e-22 2.94e-15 1.47e-10 3.80e-07 6.88e-04 5.99e-02 9.39e-01
1.1 2.21e-22 9.43e-16 5.91e-11 1.93e-07 4.40e-04 4.82e-02 9.51e-01
1.2 5.61e-23 3.01e-16 2.38e-11 9.75e-08 2.80e-04 3.87e-02 9.61e-01
1.3 1.42e-23 9.60e-17 9.54e-12 4.93e-08 1.78e-04 3.10e-02 9.69e-01
1.4 3.59e-24 3.05e-17 3.82e-12 2.48e-08 1.13e-04 2.48e-02 9.75e-01
1.5 9.06e-25 9.70e-18 1.53e-12 1.25e-08 7.17e-05 1.98e-02 9.80e-01
1.6 2.28e-25 3.08e-18 6.11e-13 6.29e-09 4.54e-05 1.58e-02 9.84e-01
1.7 5.75e-26 9.77e-19 2.44e-13 3.16e-09 2.87e-05 1.26e-02 9.87e-01
1.8 1.45e-26 3.10e-19 9.72e-14 1.59e-09 1.82e-05 1.00e-02 9.90e-01
1.9 3.64e-27 9.80e-20 3.88e-14 7.97e-10 1.15e-05 7.96e-03 9.92e-01
2.0 9.16e-28 3.10e-20 1.54e-14 4.00e-10 7.24e-06 6.34e-03 9.94e-01
2.1 2.30e-28 9.81e-21 6.15e-15 2.00e-10 4.57e-06 5.04e-03 9.95e-01
2.2 5.78e-29 3.10e-21 2.45e-15 1.00e-10 2.89e-06 4.01e-03 9.96e-01
2.3 1.45e-29 9.81e-22 9.75e-16 5.04e-11 1.82e-06 3.19e-03 9.97e-01
2.4 3.65e-30 3.10e-22 3.88e-16 2.52e-11 1.15e-06 2.53e-03 9.97e-01
2.5 9.15e-31 9.80e-23 1.54e-16 1.26e-11 7.24e-07 2.01e-03 9.98e-01
2.6 2.30e-31 3.10e-23 6.14e-17 6.33e-12 4.56e-07 1.60e-03 9.98e-01
2.7 5.77e-32 9.79e-24 2.44e-17 3.17e-12 2.88e-07 1.27e-03 9.99e-01
2.8 1.45e-32 3.09e-24 9.72e-18 1.59e-12 1.81e-07 1.01e-03 9.99e-01
2.9 3.63e-33 9.78e-25 3.87e-18 7.95e-13 1.14e-07 8.02e-04 9.99e-01
3.0 9.12e-34 3.09e-25 1.54e-18 3.98e-13 7.21e-08 6.37e-04 9.99e-01
3.1 2.29e-34 9.76e-26 6.12e-19 1.99e-13 4.55e-08 5.06e-04 9.99e-01
3.2 5.75e-35 3.09e-26 2.43e-19 9.99e-14 2.87e-08 4.02e-04 1.00e+00
3.3 1.44e-35 9.75e-27 9.69e-20 5.00e-14 1.81e-08 3.20e-04 1.00e+00
3.4 3.62e-36 3.08e-27 3.85e-20 2.51e-14 1.14e-08 2.54e-04 1.00e+00
3.5 9.10e-37 9.75e-28 1.53e-20 1.26e-14 7.19e-09 2.02e-04 1.00e+00
3.6 2.29e-37 3.08e-28 6.11e-21 6.29e-15 4.54e-09 1.60e-04 1.00e+00
3.7 0.00e+00 9.74e-29 2.43e-21 3.15e-15 2.86e-09 1.27e-04 1.00e+00
3.8 1.44e-38 3.08e-29 9.67e-22 1.58e-15 1.81e-09 1.01e-04 1.00e+00
3.9 3.62e-39 9.74e-30 3.85e-22 7.92e-16 1.14e-09 8.03e-05 1.00e+00
4.0 9.10e-40 3.08e-30 1.53e-22 3.97e-16 7.19e-10 6.38e-05 1.00e+00
4.1 2.29e-40 9.74e-31 6.10e-23 1.99e-16 4.53e-10 5.07e-05 1.00e+00
4.2 5.74e-41 3.08e-31 2.43e-23 9.96e-17 2.86e-10 4.02e-05 1.00e+00
4.3 1.44e-41 9.73e-32 9.67e-24 4.99e-17 1.80e-10 3.20e-05 1.00e+00
4.4 3.62e-42 3.08e-32 3.85e-24 2.50e-17 1.14e-10 2.54e-05 1.00e+00
4.5 9.10e-43 9.73e-33 1.53e-24 1.25e-17 7.18e-11 2.02e-05 1.00e+00
4.6 2.28e-43 3.08e-33 6.10e-25 6.29e-18 4.53e-11 1.60e-05 1.00e+00
4.7 5.74e-44 9.73e-34 2.43e-25 3.15e-18 2.86e-11 1.27e-05 1.00e+00
4.8 1.44e-44 3.08e-34 9.67e-26 1.58e-18 1.80e-11 1.01e-05 1.00e+00
4.9 3.62e-45 9.73e-35 3.85e-26 7.91e-19 1.14e-11 8.03e-06 1.00e+00
5.0 9.09e-46 3.08e-35 1.53e-26 3.97e-19 7.18e-12 6.38e-06 1.00e+00
5.1 2.28e-46 9.73e-36 6.10e-27 1.99e-19 4.53e-12 5.07e-06 1.00e+00
5.2 5.74e-47 3.08e-36 2.43e-27 9.96e-20 2.86e-12 4.02e-06 1.00e+00
5.3 1.44e-47 9.73e-37 9.67e-28 4.99e-20 1.80e-12 3.20e-06 1.00e+00
5.4 3.62e-48 3.08e-37 3.85e-28 2.50e-20 1.14e-12 2.54e-06 1.00e+00
5.5 0.00e+00 9.80e-38 1.53e-28 1.25e-20 7.19e-13 2.02e-06 1.00e+00
5.6 0.00e+00 3.10e-38 6.10e-29 6.29e-21 4.54e-13 1.60e-06 1.00e+00
5.7 0.00e+00 9.81e-39 2.43e-29 3.15e-21 2.86e-13 1.27e-06 1.00e+00
5.8 0.00e+00 3.10e-39 9.69e-30 1.58e-21 1.81e-13 1.01e-06 1.00e+00
5.9 0.00e+00 9.83e-40 3.86e-30 7.94e-22 1.14e-13 8.03e-07 1.00e+00
6.0 0.00e+00 3.11e-40 1.54e-30 3.98e-22 7.21e-14 6.38e-07 1.00e+00
6.1 0.00e+00 9.86e-41 6.14e-31 2.00e-22 4.56e-14 5.06e-07 1.00e+00
6.2 0.00e+00 3.12e-41 2.45e-31 1.00e-22 2.88e-14 4.02e-07 1.00e+00
6.3 0.00e+00 9.91e-42 9.78e-32 5.05e-23 1.82e-14 3.20e-07 1.00e+00
6.4 0.00e+00 3.15e-42 3.91e-32 2.54e-23 1.16e-14 2.54e-07 1.00e+00
6.5 0.00e+00 1.00e-42 1.56e-32 1.28e-23 7.33e-15 2.02e-07 1.00e+00
6.6 0.00e+00 3.18e-43 6.27e-33 6.46e-24 4.66e-15 1.61e-07 1.00e+00
6.7 0.00e+00 1.02e-43 2.52e-33 3.27e-24 2.96e-15 1.28e-07 1.00e+00
6.8 0.00e+00 3.25e-44 1.01e-33 1.65e-24 1.89e-15 1.02e-07 1.00e+00
6.9 0.00e+00 1.04e-44 4.09e-34 8.41e-25 1.21e-15 8.10e-08 1.00e+00
7.0 0.00e+00 3.35e-45 1.66e-34 4.29e-25 7.77e-16 6.46e-08 1.00e+00
