i converge       t_e       t_r        ip        xi      i01      i02      i03      i04      i05      i06      i07      i08      i09      i10      i11      i12      i13      i14      i15      i16      i17      i18      i19      i20      i21      i22      i23      i24      i25      i26      i27
1        3 1.040e+04 7.090e+07 2.470e+03 1.820e+05  6.3e-20 7.69e-20 1.15e-19 2.91e-19 6.33e-19  1.3e-18 3.13e-18 8.03e-18 6.95e-18    1e-17 1.39e-17 2.03e-17 2.79e-17 3.91e-17 6.17e-17    5e-16 1.19e-13 5.13e-11 1.09e-08 4.43e-07 1.04e-05 6.07e-05  0.00122   0.0303    0.293    0.429    0.247
1        3 1.040e+04 7.090e+07 3.340e+03 2.460e+05 1.02e-20 1.25e-20 1.86e-20 4.72e-20 1.03e-19  2.1e-19 5.08e-19  1.3e-18 1.13e-18 1.63e-18 2.25e-18 3.29e-18 4.51e-18 6.34e-18 9.98e-18 6.53e-17 7.89e-15 4.61e-12 1.32e-09 7.27e-08 2.32e-06 1.82e-05 0.000497   0.0166    0.217     0.43    0.335
1        3 1.040e+04 7.090e+07 4.520e+03 3.320e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.89e-16 3.91e-13 1.51e-10 1.13e-08 4.86e-07 5.18e-06 0.000191  0.00863    0.152    0.408     0.43
1        3 1.040e+04 7.090e+07 6.120e+03 4.500e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 6.57e-18 3.13e-14 1.64e-11 1.66e-09 9.68e-08  1.4e-06 6.96e-05  0.00426    0.102    0.369    0.526
1        3 1.040e+04 7.090e+07 8.280e+03 6.090e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.41e-15 1.72e-12 2.34e-10 1.85e-08 3.61e-07 2.43e-05  0.00201   0.0649    0.319    0.615
1        3 1.040e+04 7.090e+07 1.120e+04 8.230e+05    1e-20    1e-20    1e-20 1.28e-20 2.77e-20 5.68e-20 1.37e-19 3.52e-19 3.05e-19 4.39e-19 6.06e-19 8.85e-19 1.22e-18 1.71e-18 2.69e-18 1.21e-17 8.65e-18 1.92e-16 1.73e-13  3.2e-11 3.41e-09 9.01e-08 8.21e-06 0.000918     0.04    0.266    0.693
1        3 1.040e+04 7.090e+07 1.510e+04 1.110e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.69e-14 4.23e-12  6.1e-10 2.18e-08 2.69e-06 0.000407    0.024    0.215     0.76
1        3 1.040e+04 7.090e+07 2.050e+04 1.510e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.61e-15 5.46e-13 1.07e-10 5.15e-09 8.59e-07 0.000176    0.014    0.171    0.815
1        3 1.040e+04 7.090e+07 2.770e+04 2.040e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.47e-16 6.93e-14 1.83e-11  1.2e-09  2.7e-07 7.49e-05  0.00808    0.133    0.859
1        3 1.040e+04 7.090e+07 3.750e+04 2.760e+06    1e-20    1e-20    1e-20    1e-20 1.62e-20 3.32e-20 8.02e-20 2.05e-19 1.78e-19 2.57e-19 3.54e-19 5.17e-19  7.1e-19    1e-18 1.57e-18 7.07e-18    5e-18 6.45e-18 2.21e-17  8.7e-15 3.11e-12 2.75e-10 8.38e-08 3.14e-05  0.00459    0.102    0.893
1        3 1.040e+04 7.090e+07 5.070e+04 3.730e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.96e-20 5.02e-20 4.35e-20 6.27e-20 8.65e-20 1.26e-19 1.73e-19 2.44e-19 3.84e-19 1.73e-18 1.22e-18 1.58e-18 3.26e-18 1.08e-15 5.22e-13 6.25e-11 2.58e-08 1.31e-05  0.00258   0.0777     0.92
1        3 1.040e+04 7.090e+07 6.870e+04 5.050e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  1.6e-20 1.39e-20    2e-20 2.76e-20 4.03e-20 5.54e-20  7.8e-20 1.23e-19 5.52e-19  3.9e-19 5.03e-19 7.47e-19 1.34e-16 8.68e-14 1.41e-11 7.85e-09 5.39e-06  0.00144   0.0587     0.94
1        3 1.040e+04 7.090e+07 9.290e+04 6.830e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.34e-20 2.02e-20 2.92e-20 4.02e-20 5.87e-20 8.07e-20 1.14e-19 1.79e-19 8.04e-19 5.68e-19 7.33e-19 9.29e-19 1.78e-17 1.44e-14 3.15e-12 2.38e-09 2.21e-06   0.0008   0.0441    0.955
1        3 1.040e+04 7.090e+07 1.260e+05 9.250e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.35e-20 1.97e-20  2.7e-20 3.81e-20 5.99e-20  2.7e-19  1.9e-19 2.46e-19 3.09e-19 2.49e-18 2.38e-15 7.04e-13  7.2e-10 9.04e-07 0.000442    0.033    0.967
1        3 1.040e+04 7.090e+07 1.700e+05 1.250e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.89e-16 1.57e-13 2.17e-10 3.68e-07 0.000244   0.0246    0.975
1        3 1.040e+04 7.090e+07 2.300e+05 1.690e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 6.25e-17 3.47e-14  6.5e-11  1.5e-07 0.000134   0.0183    0.982
1        3 1.040e+04 7.090e+07 3.110e+05 2.290e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.13e-20 1.84e-20 2.66e-20 3.66e-20 5.35e-20 7.34e-20 1.03e-19 1.63e-19 7.32e-19 5.17e-19 6.67e-19 8.35e-19 1.39e-18 1.25e-17 7.71e-15 1.95e-11 6.07e-08 7.35e-05   0.0136    0.986
1        3 1.040e+04 7.090e+07 4.210e+05 3.100e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.65e-18  1.7e-15 5.84e-12 2.46e-08 4.03e-05   0.0101     0.99
1        3 1.040e+04 7.090e+07 5.700e+05 4.200e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.12e-20 1.54e-20 2.17e-20 3.41e-20 1.53e-19 1.08e-19  1.4e-19 1.75e-19 2.91e-19 7.04e-19 3.77e-16 1.74e-12 9.94e-09 2.21e-05  0.00746    0.993
1        3 1.040e+04 7.090e+07 7.720e+05 5.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.28e-20 1.87e-20 2.56e-20 3.61e-20 5.68e-20 2.56e-19 1.81e-19 2.33e-19 2.92e-19 4.85e-19 7.52e-19 8.42e-17 5.22e-13 4.02e-09 1.21e-05  0.00553    0.994
1        3 1.040e+04 7.090e+07 1.040e+06 7.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.84e-17 1.56e-13 1.63e-09 6.61e-06  0.00409    0.996
1        3 1.040e+04 7.090e+07 1.410e+06 1.040e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.05e-18 4.66e-14 6.58e-10 3.61e-06  0.00303    0.997
1        3 1.040e+04 7.090e+07 1.910e+06 1.410e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 8.91e-19 1.39e-14 2.66e-10 1.98e-06  0.00224    0.998
1        3 1.040e+04 7.090e+07 2.590e+06 1.900e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.04e-19 4.16e-15 1.07e-10 1.08e-06  0.00166    0.998
1        3 1.040e+04 7.090e+07 3.500e+06 2.570e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.19e-20 1.24e-15 4.34e-11  5.9e-07  0.00122    0.999
1        3 1.040e+04 7.090e+07 4.730e+06 3.480e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.11e-20  3.7e-16 1.75e-11 3.22e-07 0.000905    0.999
