i converge       t_e       t_r        ip        xi      i01      i02      i03      i04      i05      i06      i07      i08      i09      i10      i11      i12      i13      i14      i15      i16      i17      i18      i19      i20      i21      i22      i23      i24      i25      i26      i27
1        0 4.150e+04 7.100e+07 1.550e-01 1.140e+01 1.74e-09 3.14e-09 4.72e-09 1.48e-08 4.26e-06  0.00153    0.174    0.545    0.173   0.0891   0.0146  0.00177 0.000217 2.85e-05 5.13e-06 2.34e-06 7.97e-07 5.43e-08 1.86e-09 1.62e-11 1.15e-13 6.69e-16 8.42e-18 6.83e-20    1e-20    1e-20    1e-20
1        0 4.970e+04 7.100e+07 2.100e-01 1.540e+01 2.55e-09 4.81e-09 7.29e-09 1.91e-08 1.19e-06 0.000632    0.109    0.464    0.229    0.155   0.0361  0.00562 0.000913 0.000143 2.93e-05 1.54e-05  6.8e-06  6.9e-07 3.45e-08 4.32e-10 3.74e-12 3.06e-14 4.32e-16 4.53e-18 2.03e-19    1e-20    1e-20
1        0 6.330e+04 7.100e+07 2.840e-01 2.090e+01 3.08e-09 6.17e-09 9.53e-09 2.44e-08 3.37e-07 0.000238   0.0563    0.329    0.265    0.243   0.0837    0.018  0.00399 0.000793 0.000187 0.000113  6.8e-05 1.07e-05 8.13e-07 1.56e-08 1.75e-10 2.04e-12 3.34e-14 4.59e-16 2.52e-17 1.26e-20    1e-20
1        0 8.250e+04 7.100e+07 3.840e-01 2.820e+01 2.51e-09 5.19e-09 8.18e-09  2.1e-08 1.56e-07 0.000108   0.0234    0.188    0.245    0.311     0.16     0.05   0.0154  0.00403  0.00113 0.000734 0.000652 0.000161 1.89e-05 5.75e-07  8.9e-09 1.46e-10 2.89e-12 5.18e-14 3.57e-15 2.86e-18    1e-20
1        0 1.030e+05 7.100e+07 5.190e-01 3.820e+01 6.43e-10 1.31e-09 2.08e-09 5.45e-09 7.33e-08 4.92e-05  0.00813   0.0891    0.178     0.31    0.233    0.106   0.0446   0.0154  0.00517  0.00357  0.00469  0.00178 0.000318  1.5e-05 3.32e-07 7.35e-09 1.82e-10 4.19e-12 3.59e-13  4.5e-16 2.16e-19
1        0 1.240e+05 7.100e+07 7.020e-01 5.170e+01    1e-20    1e-20    1e-20    1e-20    1e-20 1.65e-05  0.00234   0.0345      0.1    0.236    0.253    0.164   0.0945   0.0425   0.0175   0.0131   0.0245    0.014  0.00377  0.00027 8.62e-06 2.55e-07 7.98e-09 2.34e-10 2.48e-11 4.73e-14 3.45e-17
1        0 1.360e+05 7.100e+07 9.500e-01 7.000e+01    1e-20    1e-20    1e-20    1e-20    1e-20  3.3e-06 0.000528   0.0104   0.0417    0.132    0.194    0.172    0.131   0.0756   0.0383    0.033   0.0792   0.0648   0.0247  0.00253 0.000112 4.27e-06 1.69e-07 6.14e-09 7.74e-10 2.12e-12 2.22e-15
1        0 1.450e+05 7.100e+07 1.290e+00 9.470e+01    1e-20    1e-20    1e-20    1e-20    1e-20  3.5e-07 7.39e-05  0.00195   0.0107   0.0451   0.0908    0.109     0.11   0.0816   0.0513   0.0521    0.156     0.18   0.0963   0.0139 0.000844 4.19e-05 2.09e-06 9.44e-08  1.4e-08 5.42e-11 7.99e-14
1        0 1.710e+05 7.100e+07 1.740e+00 1.280e+02    1e-20    1e-20    1e-20    1e-20    1e-20 1.89e-08 4.62e-06 0.000157  0.00118   0.0066   0.0186   0.0319   0.0448   0.0448    0.036   0.0424    0.174    0.301     0.24   0.0524  0.00483 0.000337 2.22e-05  1.3e-06 2.37e-07 1.38e-09 3.05e-12
1        0 2.210e+05 7.100e+07 2.350e+00 1.730e+02 6.86e-11 1.07e-10 1.61e-10 4.17e-10 9.31e-10 2.67e-09 1.47e-07 5.89e-06 5.86e-05 0.000425  0.00169  0.00423  0.00872   0.0122   0.0132   0.0186     0.11    0.302    0.375    0.131   0.0201  0.00213 0.000196 1.57e-05 3.64e-06 3.39e-08 1.19e-10
1        0 2.710e+05 7.100e+07 3.190e+00 2.350e+02 2.71e-11 4.04e-11 6.06e-11 1.56e-10 3.49e-10 7.38e-10 5.17e-09 1.77e-07 2.28e-06 2.17e-05 0.000121 0.000431  0.00128  0.00253  0.00376   0.0068   0.0544    0.224    0.416    0.226    0.055   0.0087  0.00112 0.000123 3.58e-05 5.15e-07 2.79e-09
1        0 3.150e+05 7.100e+07 4.310e+00 3.170e+02 6.31e-12 9.05e-12 1.35e-11 3.45e-11 7.72e-11  1.6e-10 4.66e-10  5.5e-09    8e-08 1.01e-06 7.84e-06 3.95e-05 0.000168 0.000467 0.000961  0.00229   0.0238    0.142    0.378    0.306    0.114   0.0261  0.00472 0.000704 0.000253 5.45e-06 4.39e-08
1        1 3.010e+05 7.100e+07 5.830e+00 4.290e+02 1.82e-12 2.51e-12 3.74e-12 9.56e-12 2.12e-11 4.38e-11 1.11e-10 4.89e-10 5.24e-09 8.67e-08 8.92e-07 5.95e-06 3.31e-05  0.00012 0.000315 0.000948   0.0115   0.0914    0.323    0.344    0.165   0.0493   0.0115  0.00216 0.000896 2.53e-05 2.69e-07
1        0 3.030e+05 7.100e+07 7.890e+00 5.810e+02 3.82e-13 5.11e-13 7.62e-13 1.94e-12 4.29e-12 8.84e-12 2.18e-11  6.3e-11  2.7e-10  5.2e-09 7.17e-08 6.44e-07 4.81e-06 2.33e-05 8.12e-05 0.000316  0.00468   0.0503    0.241    0.348    0.226   0.0909   0.0281  0.00688   0.0034 0.000131 1.88e-06
1        0 3.400e+05 7.100e+07 1.070e+01 7.860e+02 4.43e-14 5.81e-14 8.64e-14  2.2e-13 4.84e-13 9.97e-13 2.44e-12  6.4e-12 1.01e-11 1.51e-10 2.79e-09 3.52e-08 3.75e-07 2.57e-06 1.27e-05 6.76e-05  0.00132   0.0202    0.137    0.289    0.279    0.162    0.071   0.0243   0.0153 0.000859  1.8e-05
1        0 3.560e+05 7.100e+07 1.440e+01 1.060e+03 5.03e-15 6.48e-15 9.65e-15 2.45e-14 5.39e-14 1.11e-13  2.7e-13 6.98e-13 7.18e-13  5.3e-12 1.18e-10 2.04e-09    3e-08 2.83e-07 1.91e-06 1.37e-05 0.000345  0.00726   0.0675    0.198    0.269    0.216     0.13   0.0602   0.0476  0.00373 0.000109
1        1 2.310e+05 7.100e+07 1.950e+01 1.440e+03 3.59e-15 4.54e-15 6.78e-15 1.73e-14 3.76e-14 7.72e-14 1.88e-13 4.83e-13 4.54e-13 2.41e-12 5.92e-11 1.18e-09 1.89e-08 1.96e-07 1.43e-06 1.17e-05 0.000279  0.00649   0.0683    0.203    0.257    0.209    0.135   0.0654   0.0511  0.00406 0.000122
1        0 2.570e+05 7.100e+07 2.640e+01 1.950e+03 2.23e-16  2.8e-16 4.17e-16 1.06e-15 2.31e-15 4.74e-15 1.15e-14 2.97e-14 2.64e-14 6.65e-14 1.34e-12 3.64e-11 8.25e-10 1.21e-08 1.23e-07 1.37e-06 4.47e-05  0.00149   0.0223   0.0966    0.182    0.214    0.196    0.133    0.138    0.016 0.000695
1        0 3.590e+05 7.100e+07 3.580e+01 2.630e+03 8.29e-19 1.03e-18 1.54e-18 3.92e-18 8.55e-18 1.75e-17 4.32e-17 4.38e-16 2.88e-16 5.25e-16 4.67e-15 1.74e-13 6.26e-12 1.45e-10 2.37e-09 4.03e-08 2.15e-06 0.000112  0.00259   0.0189   0.0638    0.127    0.185    0.205    0.329   0.0642  0.00467
1        0 6.840e+05 7.100e+07 4.840e+01 3.570e+03    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 6.27e-17    1e-20 7.32e-17    1e-20    1e-20 1.89e-15 9.42e-14 3.48e-12 1.27e-10 1.33e-08 1.18e-06 4.61e-05 0.000702  0.00544   0.0226   0.0669    0.161    0.507    0.206   0.0308
1        0 1.870e+06 7.100e+07 6.550e+01 4.820e+03    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 8.43e-17 5.13e-17    1e-20  1.7e-17 5.88e-17 8.97e-16 1.16e-13 9.38e-12 9.65e-10 6.07e-08 2.21e-06 4.78e-05 0.000586  0.00543   0.0441    0.374    0.413    0.162
1        0 3.440e+06 7.100e+07 8.860e+01 6.530e+03    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.06e-17    1e-20    1e-20    5e-17    1e-20 2.01e-17 1.23e-15 8.41e-14 8.75e-12 6.59e-10 3.45e-08 1.23e-06 2.83e-05  0.00058   0.0105    0.191    0.442    0.356
1        0 5.340e+06 7.100e+07 1.200e+02 8.830e+03    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 8.64e-17 3.05e-17 4.45e-17    1e-20    1e-20 1.81e-17 1.48e-16 4.38e-17 8.19e-16 1.15e-13 1.21e-11 9.33e-10 5.17e-08 1.96e-06 7.39e-05  0.00243   0.0849    0.367    0.545
1        0 7.430e+06 7.100e+07 1.620e+02 1.190e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.52e-17    1e-20 7.41e-17    1e-20    1e-20    1e-20    1e-20    1e-20 1.43e-15 2.44e-13 2.94e-11  2.6e-09 1.62e-07 1.05e-05 0.000586   0.0363    0.272    0.691
1        0 9.360e+06 7.100e+07 2.200e+02 1.620e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 9.77e-17    1e-20 5.38e-17    1e-20    1e-20    1e-20    1e-20 1.03e-16 6.41e-15 1.21e-12 1.68e-10 1.67e-08 1.77e-06 0.000159   0.0161    0.194     0.79
1        1 1.060e+07 7.100e+07 2.970e+02 2.190e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.09e-16    1e-20    1e-20 2.95e-17    1e-20    1e-20 5.77e-17    1e-20  2.7e-16 7.91e-14 1.64e-11 2.43e-09 3.88e-07 5.23e-05  0.00787    0.141    0.851
1        2 1.060e+07 7.100e+07 4.020e+02 2.960e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.07e-16 8.56e-17    1e-20 3.64e-17 9.95e-15  2.8e-12  5.6e-10 1.21e-07  2.2e-05  0.00448    0.109    0.887
1        2 1.060e+07 7.100e+07 5.440e+02 4.010e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 8.77e-17    1e-20 5.28e-17    1e-20    1e-20    1e-20    1e-20 1.23e-15 4.72e-13 1.28e-10 3.72e-08 9.17e-06  0.00252   0.0828    0.915
1        2 1.060e+07 7.100e+07 7.360e+02 5.420e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.19e-16 7.88e-14 2.88e-11 1.14e-08 3.79e-06  0.00141   0.0626    0.936
