                  r               theta                     vx1                     vx2                     vx3                    rho                    prs
------------------- ------------------- ----------------------- ----------------------- ----------------------- ---------------------- ----------------------
   0.15644700270085    0.03950379152189  -0.0063109089956399555   0.0004860446764992746  -5.582493663669092e-08  3.672505152439901e-09 1.6431480279627703e-15
    0.2107943672173    0.03950379152189   -0.006336956281531517   0.0006873151096839382 -4.6085851883265253e-07  3.851036875190901e-09  1.786768100860029e-15
    0.2662286790241    0.03950379152189  -0.0063357472000295555   0.0009527422850142289  -1.086984540873898e-06  3.957590004274009e-09 1.8536845772828046e-15
   0.32277167706705    0.03950379152189   -0.006326958249544047   0.0012339276022329032  -1.677002260945724e-06  3.955932499073107e-09  1.844854934566818e-15
0.38044553507080003    0.03950379152189   -0.006308645450521301    0.001519785394107337 -2.1582165573066134e-06  3.939512659851127e-09 1.8414026207307505e-15
    0.4392728702346    0.03950379152189   -0.006286337610160795   0.0017934538045549816 -2.5455848575157057e-06 3.9747351766991055e-09  1.867611453903408e-15
0.49927675210169997    0.03950379152189   -0.006261567660672514   0.0020129303450000715 -2.9823130674042866e-06  4.114802010919484e-09 1.9401025756702545e-15
    0.5604807116062    0.03950379152189  -0.0062478269922729025   0.0021941404776805204  -3.369684826907436e-06  4.425172168406988e-09 2.0971042965813148e-15
   0.62290875030075    0.03950379152189   -0.006226684881795488   0.0023386179660625267 -3.1075960246192155e-06 4.7137025812127194e-09  2.235148118693532e-15
    0.6865853497692    0.03950379152189   -0.006172760501667532    0.002470951018361379     6.3263768874731e-05  4.986166536917113e-09  2.365616728029638e-15
   0.75153548122705    0.03950379152189   -0.006056473470703197    0.002549641395131871  0.00027117550449272116  5.273959929261709e-09   2.50254908436955e-15
     0.817784615314    0.03950379152189  -0.0058873703672980325   0.0025864258649180693   0.0006906091733644591 5.8642965060188844e-09 2.8107689262252583e-15
    0.8853587320827    0.03950379152189   -0.005653584867482539   0.0025537045321308675   0.0013707417979872715  6.345520472891489e-09 2.9994485689648024e-15
    0.9542843311868    0.03950379152189   -0.005394317579941821   0.0025113473906863766    0.002155189199887819  6.984990075756316e-09 3.1737338196418667e-15
     1.024588442273    0.03950379152189  -0.0049821717228131735    0.002282673722351465    0.002971487460745454  9.257587470316996e-09  4.334356283089649e-15
     1.096298635581    0.03950379152189  -0.0029080532498306395    0.001376025391085947    0.005313552800890684  4.298092605595893e-08  2.240732158223644e-14
     1.169443032755    0.03950379152189   -0.000353011139862683   0.0009659205155191042   0.0066062252180556485  5.055178519206684e-07 2.3891944946504274e-13
    1.2440503178725    0.03950379152189   0.0007811654572646106   0.0005982488588557871    0.006326650805961534  3.826026684099247e-06  1.821000253543193e-12
 1.3201497486924998    0.03950379152189   0.0007043695761293656  0.00030602052453292924    0.005953604958349331  2.364544448903172e-05 1.1158772387127238e-11
    1.3977711681285    0.03950379152189  0.00045682580999072077  0.00014720157276056458    0.005738359557914477 0.00010287446710693826  4.798634556704532e-11
    1.4769450159535    0.03950379152189    0.000241724824125152   0.0001140479316655239    0.005681714477710765  0.0003515593796336682 1.6284465980506249e-10
 1.5577023407350001    0.03950379152189  0.00010153882729977525   0.0001096287852279451    0.005695898275879576  0.0010417800600879667  4.816832682492975e-10
 1.6400748120120001    0.03950379152189   7.677845095797225e-06  0.00010268665377779278    0.005721058891642131  0.0027851419750902114 1.2907971009273373e-09
 1.7240947327149998    0.03950379152189  -6.222991828237972e-05   9.236065861994916e-05    0.005748417300327929   0.006827151878465933 3.1544331711911216e-09
 1.8097950518314998    0.03950379152189  -0.0001145419013134459   7.841279037372542e-05    0.005774290837555475    0.01550344580477666  7.178118663033313e-09
 1.8972093773304999    0.03950379152189 -0.00016875713538072511    6.31859142799768e-05    0.005801929880089124    0.03266447477929521 1.5056296883177148e-08
 1.9863719893399998    0.03950379152189 -0.00021763622892094476  4.5157918840938605e-05    0.005830716178686507    0.06439206817931614  2.983041895441511e-08
     2.077317853589    0.03950379152189  -0.0002487597753897835   3.155847331762091e-05     0.00585879983927521    0.11890301733783398 5.4979221858796494e-08
     2.170082635123    0.03950379152189 -0.00026355311748045134    1.80715876037731e-05    0.005886765933148417     0.2077777891720614  9.594175791421464e-08
     2.264702712288    0.03950379152189  -0.0002712776906254714  7.1937253701232905e-06    0.005915905234976323     0.3439839062214932  1.590581377004689e-07
     2.361215190996    0.03950379152189  -0.0002786617734126127  1.6789065985981964e-07    0.005947223210310925     0.5431122462144077  2.499100849824701e-07
    2.4596579192785    0.03950379152189 -0.00028395581913745173  -6.849116148508464e-06    0.005979207949891226     0.8254147650916411  3.792473455450762e-07
    2.5600695021265    0.03950379152189  -0.0002885458458795919  -1.039655452814026e-05   0.0060096972059180825     1.2047126930009777  5.498418432645051e-07
    2.6624893166315    0.03950379152189   -0.000296875413162819  -1.717564348026295e-05     0.00603824612433888     1.7011330281324482  7.760528226338635e-07
    2.7669575274265    0.03950379152189  -0.0003112287818987661 -2.1857341739515342e-05    0.006067645915753136      2.318192294539527 1.0563246065693265e-06
    2.8735151024375    0.03950379152189  -0.0003276576861634497 -2.7093756951743795e-05    0.006098174345303867     3.0782882308060655 1.3992810788042528e-06
 2.9822038289490003    0.03950379152189 -0.00033798004795245997  -3.233342417887607e-05    0.006127891000435241     3.9847607536365928 1.8057423987596177e-06
      3.09306632999    0.03950379152189  -0.0003433247665468451  -3.698111255488242e-05     0.00615499394242965      5.054138687818108 2.2828860943047925e-06
     3.206146081052    0.03950379152189 -0.00034774966740632796  -3.908888702493012e-05    0.006179061155077609      6.311045682614392  2.816570993670213e-06
 3.3214874271354997    0.03950379152189 -0.00035526061611077756  -4.375578652101741e-05    0.006200271902425107      7.765660829905572 3.4237364015453712e-06
     3.439135600141    0.03950379152189 -0.00036358299432381593 -4.8448199314094384e-05    0.006218440052235339      9.347926364470338 4.0958226895027076e-06
    3.5591367366065    0.03950379152189 -0.00036726049247898734  -5.104949864797165e-05    0.006233644416347372     11.058551874844696  4.810993257934959e-06
     3.681537895801    0.03950379152189   -0.000364497090083512 -5.3980529230298414e-05   0.0062474403157434764     12.936931331874765  5.567328620227295e-06
    3.8063870781795    0.03950379152189   -0.000362375635333937  -5.779316693122181e-05    0.006261878937563507     14.945806317849733  6.369031561853714e-06
    3.9337332442055    0.03950379152189 -0.00036425754074278225 -5.9203820667213896e-05    0.006277664519632657     17.135760487788616  7.212106701965867e-06
 4.0636263335519995    0.03950379152189 -0.00036961696331644215  -5.877995296185151e-05    0.006293705782139765     19.621612830469374  8.057720158639353e-06
  4.196117284685499    0.03950379152189  -0.0003729308700590067  -6.261708013808447e-05    0.006308079056170974      22.22146168854166  8.944778764016206e-06
    4.3312580548415    0.03950379152189 -0.00036346725451718513  -6.572554674464572e-05    0.006319869612315483      24.64170091458744  9.844037972075206e-06
    4.4691016404005    0.03950379152189  -0.0003354776499519212  -6.601150719674005e-05    0.006330898956451149     27.248869090800184 1.0759430554239307e-05
  4.609702097671001    0.03950379152189   -0.000290362680430909   -6.54411002689891e-05    0.006344774181570566      30.17450029593176 1.1635196861713454e-05
     4.753114564087    0.03950379152189 -0.00024127478644973103   -6.73975726510959e-05     0.00636423335843801       33.2208550767229 1.2541297226231463e-05
     4.899395279831    0.03950379152189 -0.00019861311014923404  -6.886218142416098e-05    0.006389551160954446     36.066974105106404 1.3401762019976986e-05
 5.0486016098899995    0.03950379152189 -0.00017428139047384448  -6.888184557425111e-05    0.006418810032902614      39.04649339977655 1.4341524540865859e-05
    5.2007920665505    0.03950379152189 -0.00016872618456082068  -6.886684009266574e-05    0.006448060089564471      42.36791390267478 1.5140457550351596e-05
  5.356026332343999    0.03950379152189 -0.00017766936850293927  -6.919037925597566e-05    0.006472481534426563     46.087663196370315  1.609486351608425e-05
 5.5143652834529995    0.03950379152189 -0.00020036039530611595  -6.629225659907369e-05    0.006488224252907214       50.1937507847678 1.6895165332368415e-05
    5.6758710135845    0.03950379152189 -0.00022546470937483135  -6.890892561564588e-05    0.006493412028419039     54.226683782068015 1.7660145263996714e-05
     5.840606858319    0.03950379152189 -0.00024092517474074863  -6.841952593457086e-05    0.006489122598804244      57.95972878263899  1.859300862082569e-05
    6.0086374199475    0.03950379152189 -0.00024466183094482485  -6.773300431944244e-05   0.0064784419797450955      61.83515320865291  1.927194880754212e-05
    6.1800285928085    0.03950379152189 -0.00022582186057394107  -6.897240458297743e-05    0.006465293697408471       65.6757889131433  2.006765277340548e-05
    6.3548475891275    0.03950379152189 -0.00018229630308789406  -6.677776754136165e-05    0.006454550486439485      69.72269764388378  2.081691489453882e-05
    6.5331629653725    0.03950379152189 -0.00012751527806636613  -6.448760393192204e-05    0.006450389941081321      74.42702115334617  2.146115858817816e-05
 6.7150446491419995    0.03950379152189  -6.913089623013956e-05  -6.621360979717701e-05    0.006458131507122425      78.71024729916138 2.2101398862796196e-05
    6.9005639665875    0.03950379152189  -1.378035797383222e-05  -6.559649326181193e-05    0.006479395749811257      82.80276491854997  2.280614800723771e-05
     7.089793670382    0.03950379152189  3.0577749884672304e-05  -6.255950457559898e-05    0.006510905030702247      88.20194666180461 2.3428517772728206e-05
 7.2828079682519995    0.03950379152189   5.855573159934878e-05  -5.890354552786053e-05   0.0065497140158138805      95.85353572679215 2.4033175869128405e-05
    7.4796825520795    0.03950379152189   6.828334206916866e-05 -5.6102177906438604e-05    0.006593301950908844     105.27615748896561  2.465108611075061e-05
  7.680494627583499    0.03950379152189   5.246691852181204e-05 -5.2011360870633276e-05    0.006639518850442161     115.99041014378159  2.534910846161408e-05
  7.885322944597499    0.03950379152189   7.437075847359443e-06  -4.712911151282804e-05   0.0066859463010436925      128.4020938045466  2.598232176971238e-05
     8.094247827952    0.03950379152189  -6.199674803651788e-05  -4.861412713058378e-05    0.006729454526734396     140.11552301728804 2.6514703618262535e-05
    8.3073512089735    0.03950379152189  -0.0001486440487960113  -4.653673405613512e-05    0.006766517058331348       152.841556175027 2.7286154974868228e-05
    8.5247166576155    0.03950379152189 -0.00024695705958749776 -4.0133450023865934e-05   0.0067923639368094165     172.97229411722105 2.7973994744351328e-05
      8.74642941523    0.03950379152189  -0.0003489632980645755  -3.257789308155365e-05    0.006802204778821264     202.48789945514466    2.8710831162156e-05
     8.972576427997    0.03950379152189 -0.00044426222567818383  -3.470030809486543e-05    0.006800878275310541     233.25180230910888 2.9116062752971612e-05
    9.2032463810195    0.03950379152189  -0.0005225006080210622  -3.139581768293065e-05    0.006780975464241859      268.3923112567268 3.0403558876528793e-05
     9.438529733102    0.03950379152189  -0.0005735036474995967  -2.447569820655581e-05   0.0067366447350106825       323.120061414911  3.077360919230588e-05
  9.678518752226498    0.03950379152189  -0.0005902661169045284 -1.9186576168111965e-05    0.006677166166699051      397.7244458469992  3.197027110107782e-05
     9.923307551735    0.03950379152189   -0.000534084428869219   -1.18378218560653e-05    0.006612293090872059      480.9852535328865  3.277742257341597e-05
     10.17299212723    0.03950379152189  -0.0003887596379045413 -1.9127633479429342e-05    0.006557947865395507      523.3729709439247  3.336556938750321e-05
 10.427670394235001    0.03950379152189 -0.00019167256079870488  -2.695059572758932e-05    0.006534667257324906     495.19680228832055  3.427218962700741e-05
    10.687442226585    0.03950379152189  1.3100766978402227e-05   -2.80453234470067e-05    0.006534779484010679      465.3665998943959  3.551468515844704e-05
     10.95240949558    0.03950379152189  0.00018934216170672153 -2.2436638860004673e-05    0.006577693675542548     463.41290067823627 3.6602611637570425e-05
    11.222676109955    0.03950379152189   0.0003159216677249825 -2.2358493154031847e-05   0.0066761988832423425      485.6487043052075  3.628631351215293e-05
    11.498348056615    0.03950379152189  0.00038422587816549944  -2.530255961780812e-05    0.006800613725344803      521.3031671072144   3.76205030727032e-05
 11.779533442209999    0.03950379152189  0.00040281331593127807  -2.313959827912323e-05    0.006931138871017629      562.4339855064363 3.8202031676483076e-05
     12.06634253552    0.03950379152189  0.00035995007510323244 -2.0244057104610938e-05    0.007056138784561142        612.52523387916  3.907079700095102e-05
     12.35888781069    0.03950379152189  0.00025368050282637634 -2.1285383820658237e-05    0.007166591672238915      636.9817229298242 3.8887600265592734e-05
 12.657283991364999    0.03950379152189  0.00011273565416376292  -6.662071610497592e-06    0.007255711359189832      685.3243187784032 4.4692541684248514e-05
    12.961648095655    0.03950379152189 -1.8026991072716675e-05  4.1555271158819015e-05    0.007317630088907271       4778.32874581935 4.4770687112849826e-05
     13.27209948203    0.03950379152189   -8.50299551443306e-05  1.6031949834845236e-05    0.007359605277061481      38922.67514289856  3.213743250899599e-05
 13.588759896134999    0.03950379152189  -8.430361990826035e-05  1.6987985507284064e-06    0.007376840882184006     110397.60002909182  8.329342160059907e-05
     13.91175351852    0.03950379152189  -7.585750467449396e-05 -1.1934976704436917e-07    0.007378603421034947     155776.97205250344 0.00011330217088718433
     14.24120701335    0.03950379152189  -6.533148809640703e-05   -2.93388137515379e-07    0.007377992310714406     205338.94264294906 0.00014607338295462925
     14.57724957808    0.03950379152189 -5.8718950337855044e-05 -4.4126198178900257e-07      0.0073791834176106     259339.42754106002  0.0001806047157843191
    14.920012994105    0.03950379152189 -5.6883421781335624e-05  -4.931253065692777e-07      0.0073828636664114     313446.13619455276 0.00021489593456965498
     15.26963167845    0.03950379152189  -6.501739817477994e-05  -6.005822032975202e-07    0.007385789274295841      362736.4388084449 0.00024533225905383526
     15.62624273648    0.03950379152189  -8.258222558861187e-05  -5.708768860980321e-07   0.0073819426790068966       405757.748437334    0.00027216322322277
 15.989986015669999    0.03950379152189  -9.372630051604859e-05  -4.985472399331298e-07    0.007354137106536818      441378.5046321695 0.00029207962989428603
     16.36100416045    0.03950379152189   -6.21867644563365e-05   -7.34310905882314e-07   0.0073038484959060046     460581.35464078205   0.000303479473992268
     16.73944266812    0.03950379152189 -1.9660347798156363e-07  -3.857050331625835e-07    0.007270672026992662     467413.18221941113 0.00031681067473822693
 17.125449945939998    0.03950379152189   -0.005029816104455464  0.00035815110714075874 -1.5446965416313941e-07  3.648623414734935e-09  1.575934758596994e-15
    17.519177369325    0.03950379152189  -0.0050416155526605225   0.0005660979177862245  -8.171490044694633e-07  3.651374644553435e-09  1.646983163677287e-15
    17.920779341175    0.03950379152189    -0.00502837943100704   0.0008138913800897227 -1.5592511919617379e-06  3.651369630551026e-09 1.6553799275494956e-15
     18.33041335246    0.03950379152189   -0.005015966879992025   0.0010742724981824235 -2.1167722083775994e-06   3.65110256743773e-09  1.647644469609494e-15
 18.748240043975002    0.03950379152189   -0.005004843359866091   0.0013271626553172818  -2.483684704828778e-06 3.6515477207622246e-09 1.6645711903983773e-15
    19.174423269315    0.03950379152189    -0.00499689345363911   0.0015232885164143803  -2.833855828767304e-06 3.6846069664795484e-09 1.7123993798523362e-15
