       x        z    i    j inwind converge       v_x       v_y       v_z   dv_x_dx   dv_y_dx   dv_z_dx   dv_x_dy   dv_y_dy   dv_z_dy   dv_x_dz   dv_y_dz   dv_z_dz     div_v  dvds_max     gamma    dfudge 
1.16e+10 2.04e+10    7   13      1        0  3.75e+07  5.54e+07  9.13e+07  2.46e-03 -5.36e-03  1.76e-03 -3.05e-03  3.62e-03 -9.44e-04 -3.36e-03 -3.79e-08  8.12e-03  1.48e-02  8.24e-03  1.00e+00  1.26e+04 
1.16e+10 2.67e+10    7   14      1        0  4.66e+07  5.06e+07  1.40e+08  2.67e-03 -4.90e-03  1.60e-03 -2.45e-03  4.51e-03 -8.21e-04 -6.49e-03 -5.90e-08  9.66e-03  1.74e-02  1.05e-02  1.00e+00  1.26e+04 
1.16e+10 3.49e+10    7   15     -1        0  5.70e+07  4.56e+07  2.13e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 4.57e+10    7   16     -1        0  6.79e+07  4.09e+07  3.19e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 5.98e+10    7   17     -1        0  7.83e+07  3.64e+07  4.66e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 7.83e+10    7   18     -1        0  8.67e+07  3.23e+07  6.57e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 1.02e+11    7   19     -1        0  9.22e+07  2.86e+07  8.94e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 1.34e+11    7   20     -1        0  9.02e+07  2.52e+07  1.12e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 1.76e+11    7   21     -1        0  7.81e+07  2.22e+07  1.26e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 2.30e+11    7   22     -1        0  6.56e+07  1.95e+07  1.37e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 3.01e+11    7   23     -1        0  5.36e+07  1.72e+07  1.45e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 3.94e+11    7   24     -1        0  4.30e+07  1.51e+07  1.51e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 5.15e+11    7   25     -1        0  3.40e+07  1.32e+07  1.56e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 6.74e+11    7   26     -1        0  2.66e+07  1.16e+07  1.59e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 8.82e+11    7   27     -1        0  2.07e+07  1.01e+07  1.61e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 1.15e+12    7   28     -1        0  1.60e+07  8.85e+06  1.62e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.16e+10 1.51e+12    7   29     -1        0  1.23e+07  7.75e+06  1.63e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 3.50e+08    8    0     -1        0  0.00e+00  9.09e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 8.08e+08    8    1     -1        0  1.89e+06  8.54e+07  8.81e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.06e+09    8    2     -1        0  2.60e+06  8.36e+07  1.21e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.38e+09    8    3     -1        0  3.70e+06  8.13e+07  1.73e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.81e+09    8    4     -1        0  5.44e+06  7.81e+07  2.54e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 2.37e+09    8    5      1        0  8.27e+06  7.37e+07  3.86e+06 -4.58e-04 -5.73e-03  6.53e-03 -1.37e-03  6.44e-04 -9.35e-03 -2.14e-04 -8.18e-10  3.04e-03  3.29e-03  8.99e-03  1.00e+00  3.17e+03 
1.44e+10 3.10e+09    8    6      1        1  1.00e+07  7.14e+07  5.49e+06  1.42e-03 -5.56e-03  2.59e-03 -3.85e-03  7.81e-04 -3.12e-03  8.37e-05 -1.24e-09  2.69e-03  5.50e-03  6.82e-03  1.00e+00  4.15e+03 
1.44e+10 4.06e+09    8    7      1        2  1.21e+07  6.90e+07  7.86e+06  1.50e-03 -5.37e-03  2.52e-03 -3.63e-03  9.45e-04 -2.69e-03  6.38e-05 -1.89e-09  3.03e-03  6.07e-03  6.68e-03  1.00e+00  5.43e+03 
1.44e+10 5.31e+09    8    8      0        0  1.48e+07  6.63e+07  1.14e+07  1.59e-03 -5.16e-03  2.45e-03 -3.40e-03  1.15e-03 -2.30e-03  1.17e-05 -2.91e-09  3.45e-03  6.80e-03  6.56e-03  1.00e+00  7.11e+03 
1.44e+10 6.95e+09    8    9      0        0  1.83e+07  6.33e+07  1.67e+07  1.69e-03 -4.93e-03  2.39e-03 -3.15e-03  1.42e-03 -1.94e-03 -9.74e-05 -4.54e-09  3.98e-03  7.70e-03  6.50e-03  1.00e+00  9.30e+03 
1.44e+10 9.10e+09    8   10      0        0  2.27e+07  6.00e+07  2.47e+07  1.82e-03 -4.67e-03  2.32e-03 -2.91e-03  1.76e-03 -1.62e-03 -3.03e-04 -7.17e-09  4.63e-03  8.83e-03  6.48e-03  1.00e+00  1.22e+04 
1.44e+10 1.19e+10    8   11      0        0  2.82e+07  5.65e+07  3.69e+07  1.98e-03 -4.39e-03  2.24e-03 -2.67e-03  2.20e-03 -1.32e-03 -6.69e-04 -1.14e-08  5.42e-03  1.02e-02  6.54e-03  1.00e+00  1.56e+04 
1.44e+10 1.56e+10    8   12      0        0  3.51e+07  5.27e+07  5.57e+07  2.18e-03 -4.10e-03  2.11e-03 -2.43e-03  2.73e-03 -1.05e-03 -1.29e-03 -1.80e-08  6.34e-03  1.19e-02  6.77e-03  1.00e+00  1.56e+04 
1.44e+10 2.04e+10    8   13      0        0  4.36e+07  4.88e+07  8.43e+07  2.43e-03 -3.80e-03  1.93e-03 -2.21e-03  3.39e-03 -8.21e-04 -2.29e-03 -2.83e-08  7.36e-03  1.37e-02  7.40e-03  1.00e+00  1.56e+04 
1.44e+10 2.67e+10    8   14      1        0  5.35e+07  4.49e+07  1.27e+08  2.75e-03 -3.50e-03  1.69e-03 -2.01e-03  4.16e-03 -6.23e-04 -3.83e-03 -4.31e-08  8.38e-03  1.57e-02  8.59e-03  1.00e+00  1.56e+04 
1.44e+10 3.49e+10    8   15      1        0  6.46e+07  4.09e+07  1.92e+08  2.93e-03 -3.18e-03  1.45e-03 -1.59e-03  5.02e-03 -5.39e-04 -7.32e-03 -6.33e-08  9.72e-03  1.79e-02  1.09e-02  1.00e+00  1.56e+04 
1.44e+10 4.57e+10    8   16     -1        0  7.64e+07  3.66e+07  2.87e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 5.98e+10    8   17     -1        0  8.77e+07  3.27e+07  4.17e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 7.83e+10    8   18     -1        0  9.69e+07  2.90e+07  5.89e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.02e+11    8   19     -1        0  1.03e+08  2.57e+07  8.01e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.34e+11    8   20     -1        0  1.05e+08  2.26e+07  1.05e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.76e+11    8   21     -1        0  9.72e+07  1.99e+07  1.26e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 2.30e+11    8   22     -1        0  8.15e+07  1.75e+07  1.37e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 3.01e+11    8   23     -1        0  6.66e+07  1.54e+07  1.45e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 3.94e+11    8   24     -1        0  5.34e+07  1.35e+07  1.51e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 5.15e+11    8   25     -1        0  4.22e+07  1.18e+07  1.55e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 6.74e+11    8   26     -1        0  3.31e+07  1.04e+07  1.59e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 8.82e+11    8   27     -1        0  2.57e+07  9.07e+06  1.61e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.15e+12    8   28     -1        0  1.98e+07  7.94e+06  1.62e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.44e+10 1.51e+12    8   29     -1        0  1.53e+07  6.95e+06  1.63e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 3.50e+08    9    0     -1        0  0.00e+00  8.15e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 8.08e+08    9    1     -1        0  1.74e+06  7.76e+07  8.09e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.06e+09    9    2     -1        0  2.35e+06  7.63e+07  1.10e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.38e+09    9    3     -1        0  3.31e+06  7.47e+07  1.54e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.81e+09    9    4     -1        0  4.79e+06  7.24e+07  2.24e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 2.37e+09    9    5     -1        0  7.15e+06  6.94e+07  3.33e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 3.10e+09    9    6     -1        0  1.10e+07  6.52e+07  5.12e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 4.06e+09    9    7      1        1  1.75e+07  5.92e+07  8.16e+06 -1.01e-03 -3.71e-03  9.11e-03 -1.96e-04  1.10e-03 -7.53e-03 -4.69e-04 -1.74e-09  4.25e-03  4.41e-03  8.95e-03  1.00e+00  5.43e+03 
1.79e+10 5.31e+09    9    8      1        0  2.05e+07  5.71e+07  1.16e+07  2.03e-03 -3.57e-03  2.62e-03 -2.58e-03  1.28e-03 -1.76e-03  1.12e-04 -2.58e-09  3.31e-03  7.24e-03  5.79e-03  1.00e+00  7.11e+03 
1.79e+10 6.95e+09    9    9      0        0  2.42e+07  5.48e+07  1.66e+07  2.07e-03 -3.43e-03  2.55e-03 -2.38e-03  1.51e-03 -1.52e-03  5.05e-05 -3.87e-09  3.75e-03  7.94e-03  5.79e-03  1.00e+00  9.30e+03 
1.79e+10 9.10e+09    9   10      0        0  2.88e+07  5.22e+07  2.41e+07  2.13e-03 -3.26e-03  2.48e-03 -2.18e-03  1.80e-03 -1.29e-03 -8.06e-05  2.14e-08  4.30e-03  8.83e-03  5.84e-03  1.00e+00  1.22e+04 
1.79e+10 1.19e+10    9   11      0        0  3.48e+07  4.93e+07  3.54e+07  2.21e-03 -3.09e-03  2.39e-03 -1.99e-03  2.18e-03 -1.08e-03 -3.29e-04 -9.02e-09  4.97e-03  9.94e-03  5.98e-03  1.00e+00  1.59e+04 
1.79e+10 1.56e+10    9   12      0        0  4.22e+07  4.62e+07  5.25e+07  2.33e-03 -2.89e-03  2.27e-03 -1.80e-03  2.64e-03 -8.78e-04 -7.67e-04 -1.39e-08  5.77e-03  1.13e-02  6.26e-03  1.00e+00  1.94e+04 
1.79e+10 2.04e+10    9   13      0        0  5.13e+07  4.29e+07  7.85e+07  2.48e-03 -2.69e-03  2.09e-03 -1.62e-03  3.21e-03 -6.97e-04 -1.50e-03 -1.25e-07  6.66e-03  1.28e-02  6.78e-03  1.00e+00  1.94e+04 
1.79e+10 2.67e+10    9   14      0        0  6.20e+07  3.96e+07  1.17e+08  2.69e-03 -2.48e-03  1.84e-03 -1.46e-03  3.88e-03 -5.38e-04 -2.65e-03 -3.19e-08  7.57e-03  1.45e-02  7.60e-03  1.00e+00  1.94e+04 
1.79e+10 3.49e+10    9   15      1        0  7.39e+07  3.63e+07  1.75e+08  2.96e-03 -2.27e-03  1.51e-03 -1.32e-03  4.62e-03 -4.04e-04 -4.35e-03 -4.60e-08  8.37e-03  1.61e-02  8.73e-03  1.00e+00  1.94e+04 
1.79e+10 4.57e+10    9   16      1        0  8.63e+07  3.29e+07  2.57e+08  3.08e-03 -2.06e-03  1.19e-03 -1.03e-03  5.40e-03 -3.47e-04 -8.10e-03 -6.26e-08  9.38e-03  1.77e-02  1.09e-02  1.00e+00  1.94e+04 
1.79e+10 5.98e+10    9   17     -1        0  9.85e+07  2.93e+07  3.74e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 7.83e+10    9   18     -1        0  1.08e+08  2.60e+07  5.27e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.02e+11    9   19     -1        0  1.15e+08  2.30e+07  7.17e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.34e+11    9   20     -1        0  1.17e+08  2.03e+07  9.42e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.76e+11    9   21     -1        0  1.15e+08  1.79e+07  1.20e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 2.30e+11    9   22     -1        0  1.01e+08  1.57e+07  1.36e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 3.01e+11    9   23     -1        0  8.28e+07  1.38e+07  1.45e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 3.94e+11    9   24     -1        0  6.64e+07  1.21e+07  1.51e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 5.15e+11    9   25     -1        0  5.25e+07  1.06e+07  1.55e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 6.74e+11    9   26     -1        0  4.11e+07  9.29e+06  1.59e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 8.82e+11    9   27     -1        0  3.19e+07  8.14e+06  1.61e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.15e+12    9   28     -1        0  2.47e+07  7.12e+06  1.62e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.79e+10 1.51e+12    9   29     -1        0  1.90e+07  6.23e+06  1.63e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 3.50e+08   10    0     -1        0  0.00e+00  7.31e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 8.08e+08   10    1     -1        0  1.60e+06  7.03e+07  7.47e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 1.06e+09   10    2     -1        0  2.15e+06  6.94e+07  1.00e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 1.38e+09   10    3     -1        0  2.98e+06  6.82e+07  1.39e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 1.81e+09   10    4     -1        0  4.26e+06  6.66e+07  1.99e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 2.37e+09   10    5     -1        0  6.26e+06  6.45e+07  2.92e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 3.10e+09   10    6     -1        0  9.42e+06  6.16e+07  4.39e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 4.06e+09   10    7     -1        0  1.46e+07  5.76e+07  6.80e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 5.31e+09   10    8      1        1  2.34e+07  5.18e+07  1.09e+07 -1.15e-03 -2.61e-03  9.48e-03 -1.61e-05  1.18e-03 -5.56e-03 -5.34e-04 -2.06e-09  4.42e-03  4.51e-03  8.24e-03  1.00e+00  7.11e+03 
2.23e+10 6.95e+09   10    9      1        0  3.31e+07  4.68e+07  1.70e+07  2.52e-03 -2.35e-03  2.59e-03 -1.78e-03  1.67e-03 -1.11e-03  1.31e-04 -3.40e-09  3.59e-03  8.35e-03  5.35e-03  1.00e+00  9.30e+03 
2.23e+10 9.10e+09   10   10      0        0  3.79e+07  4.48e+07  2.41e+07  2.51e-03 -2.26e-03  2.54e-03 -1.64e-03  1.91e-03 -9.75e-04  5.53e-05 -4.96e-09  4.04e-03  9.00e-03  5.43e-03  1.00e+00  1.22e+04 
2.23e+10 1.19e+10   10   11      0        0  4.40e+07  4.26e+07  3.46e+07  2.52e-03 -2.15e-03  2.46e-03 -1.49e-03  2.21e-03 -8.38e-04 -1.06e-04  1.24e-07  4.59e-03  9.84e-03  5.59e-03  1.00e+00  1.59e+04 
2.23e+10 1.56e+10   10   12      0        0  5.16e+07  4.02e+07  5.03e+07  2.55e-03 -2.02e-03  2.36e-03 -1.34e-03  2.60e-03 -7.03e-04 -4.08e-04 -1.09e-08  5.26e-03  1.09e-02  5.84e-03  1.00e+00  2.08e+04 
2.23e+10 2.04e+10   10   13      0        0  6.11e+07  3.75e+07  7.39e+07  2.60e-03 -1.89e-03  2.19e-03 -1.20e-03  3.08e-03 -5.73e-04 -9.32e-04 -1.62e-08  6.02e-03  1.21e-02  6.25e-03  1.00e+00  2.42e+04 
2.23e+10 2.67e+10   10   14      0        0  7.24e+07  3.48e+07  1.09e+08  2.70e-03 -1.75e-03  1.95e-03 -1.07e-03  3.65e-03 -4.53e-04 -1.78e-03 -2.37e-08  6.81e-03  1.34e-02  6.84e-03  1.00e+00  2.42e+04 
2.23e+10 3.49e+10   10   15      0        0  8.52e+07  3.19e+07  1.60e+08  2.85e-03 -1.61e-03  1.62e-03 -9.54e-04  4.29e-03 -3.47e-04 -3.06e-03 -7.06e-08  7.53e-03  1.47e-02  7.63e-03  1.00e+00  2.42e+04 
2.23e+10 4.57e+10   10   16      1        0  9.84e+07  2.91e+07  2.33e+08  3.05e-03 -1.47e-03  1.22e-03 -8.55e-04  4.95e-03 -2.58e-04 -4.87e-03 -4.50e-08  8.00e-03  1.58e-02  8.62e-03  1.00e+00  2.42e+04 
2.23e+10 5.98e+10   10   17      1        0  1.11e+08  2.63e+07  3.35e+08  3.10e-03 -1.32e-03  8.62e-04 -6.61e-04  5.58e-03 -2.21e-04 -8.71e-03 -5.62e-08  8.62e-03  1.67e-02  1.07e-02  1.00e+00  2.42e+04 
2.23e+10 7.83e+10   10   18     -1        0  1.22e+08  2.33e+07  4.72e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 1.02e+11   10   19     -1        0  1.28e+08  2.06e+07  6.42e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 1.34e+11   10   20     -1        0  1.31e+08  1.82e+07  8.43e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 1.76e+11   10   21     -1        0  1.28e+08  1.60e+07  1.07e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 2.30e+11   10   22     -1        0  1.23e+08  1.41e+07  1.33e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.23e+10 3.01e+11   10   23     -1        0  1.03e+08  1.24e+07  1.45e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
