i converge       t_e       t_r        ip        xi      i01      i02      i03      i04      i05      i06      i07      i08      i09      i10      i11      i12      i13      i14      i15      i16      i17      i18      i19      i20      i21      i22      i23      i24      i25      i26      i27
1        2 9.750e+05 7.090e+07 1.820e+03 1.340e+05 3.63e-20 4.43e-20  6.6e-20 1.68e-19 3.64e-19 7.46e-19  1.8e-18 4.62e-18    4e-18 5.77e-18 7.96e-18 1.16e-17  1.6e-17 2.25e-17 3.53e-17    1e-20    1e-20 1.01e-16 3.23e-17  3.1e-14 1.21e-11 2.49e-09 3.64e-07 4.44e-05  0.00628    0.123    0.871
1        2 9.750e+05 7.090e+07 2.460e+03 1.820e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.72e-17 4.78e-17 3.83e-15 2.05e-12  5.7e-10 1.13e-07 1.86e-05  0.00356   0.0941    0.902
1        2 9.750e+05 7.090e+07 3.330e+03 2.460e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  5.5e-17    1e-20 4.99e-16 3.43e-13 1.29e-10 3.45e-08 7.71e-06    0.002   0.0714    0.927
1        2 9.750e+05 7.090e+07 4.510e+03 3.320e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.06e-17 5.22e-17  4.1e-17  5.7e-14 2.91e-11 1.05e-08 3.18e-06  0.00111   0.0538    0.945
1        2 9.750e+05 7.090e+07 6.110e+03 4.500e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 9.41e-15 6.49e-12 3.18e-09  1.3e-06 0.000616   0.0403    0.959
1        2 9.750e+05 7.090e+07 8.260e+03 6.090e+05 1.53e-20 1.86e-20 2.78e-20 7.06e-20 1.53e-19 3.14e-19 7.59e-19 1.95e-18 1.69e-18 2.43e-18 3.35e-18 4.89e-18 6.72e-18 9.47e-18 1.49e-17  6.7e-17 4.73e-17  6.1e-17 2.85e-17    1e-20  1.5e-15 1.45e-12 9.58e-10 5.31e-07  0.00034   0.0301     0.97
1        2 9.750e+05 7.090e+07 1.120e+04 8.230e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.88e-16 3.23e-13 2.89e-10 2.16e-07 0.000187   0.0225    0.977
1        2 9.750e+05 7.090e+07 1.510e+04 1.110e+06    1e-20    1e-20    1e-20 1.84e-20    4e-20  8.2e-20 1.98e-19 5.08e-19  4.4e-19 6.34e-19 8.74e-19 1.28e-18 1.75e-18 2.47e-18 3.88e-18 1.75e-17 1.23e-17 1.59e-17 1.99e-17 3.31e-17 3.55e-17 7.15e-14 8.67e-11 8.78e-08 0.000103   0.0167    0.983
1        2 9.750e+05 7.090e+07 2.050e+04 1.510e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.58e-14  2.6e-11 3.56e-08 5.65e-05   0.0124    0.988
1        2 9.750e+05 7.090e+07 2.770e+04 2.040e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.47e-15 7.77e-12 1.44e-08  3.1e-05   0.0092    0.991
1        2 9.750e+05 7.090e+07 3.750e+04 2.760e+06    1e-20    1e-20    1e-20    1e-20    1e-20 1.03e-20 2.49e-20 6.39e-20 5.53e-20 7.98e-20  1.1e-19 1.61e-19 2.21e-19 3.11e-19 4.88e-19  2.2e-18 1.55e-18    2e-18 2.51e-18 4.17e-18 6.25e-18 7.84e-16 2.32e-12 5.83e-09  1.7e-05  0.00681    0.993
1        2 9.750e+05 7.090e+07 5.070e+04 3.730e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.56e-20 4.01e-20 3.47e-20 5.01e-20 6.91e-20 1.01e-19 1.39e-19 1.95e-19 3.07e-19 1.38e-18 9.75e-19 1.26e-18 1.57e-18 2.62e-18 3.84e-18 1.77e-16 6.96e-13 2.36e-09 9.28e-06  0.00505    0.995
1        2 9.750e+05 7.090e+07 6.860e+04 5.050e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  2.4e-17 2.07e-13 9.54e-10 5.07e-06  0.00373    0.996
1        2 9.750e+05 7.090e+07 9.280e+04 6.840e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 5.58e-18  6.2e-14 3.86e-10 2.77e-06  0.00276    0.997
1        2 9.750e+05 7.090e+07 1.260e+05 9.250e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  1.8e-18 1.85e-14 1.56e-10 1.52e-06  0.00204    0.998
1        2 9.750e+05 7.090e+07 1.700e+05 1.250e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.39e-20 1.21e-20 1.74e-20  2.4e-20  3.5e-20 4.81e-20 6.78e-20 1.06e-19 4.79e-19 3.38e-19 4.36e-19 5.46e-19 9.08e-19 1.32e-18 2.36e-18 5.53e-15 6.29e-11 8.29e-07  0.00151    0.998
1        2 9.750e+05 7.090e+07 2.300e+05 1.690e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  1.3e-20  1.9e-20 2.61e-20 3.68e-20 5.78e-20 2.61e-19 1.84e-19 2.37e-19 2.97e-19 4.94e-19 7.18e-19 1.15e-18 1.65e-15 2.54e-11 4.53e-07  0.00112    0.999
1        2 9.750e+05 7.090e+07 3.110e+05 2.290e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.91e-16 1.03e-11 2.47e-07 0.000826    0.999
1        2 9.750e+05 7.090e+07 4.210e+05 3.100e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.14e-20  1.6e-20 2.51e-20 1.13e-19 7.99e-20 1.03e-19 1.29e-19 2.15e-19 3.12e-19 4.67e-19 1.48e-16 4.14e-12 1.35e-07  0.00061    0.999
1        2 9.750e+05 7.090e+07 5.700e+05 4.200e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.22e-20  5.5e-20 3.88e-20 5.01e-20 6.26e-20 1.04e-19 1.52e-19 2.26e-19 4.41e-17 1.67e-12 7.38e-08 0.000451      1.0
1        2 9.750e+05 7.090e+07 7.710e+05 5.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  1.1e-20 1.61e-20 2.21e-20 3.12e-20  4.9e-20 2.21e-19 1.56e-19 2.01e-19 2.51e-19 4.18e-19 6.08e-19 9.01e-19 1.46e-17 6.75e-13 4.03e-08 0.000333      1.0
1        2 9.750e+05 7.090e+07 1.040e+06 7.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.91e-18 2.73e-13  2.2e-08 0.000246      1.0
1        2 9.750e+05 7.090e+07 1.410e+06 1.040e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.16e-18  1.1e-13  1.2e-08 0.000182      1.0
1        2 9.750e+05 7.090e+07 1.910e+06 1.410e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.48e-19 4.44e-14 6.58e-09 0.000135      1.0
1        2 9.750e+05 7.090e+07 2.580e+06 1.900e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.03e-19 1.79e-14 3.59e-09 9.95e-05      1.0
1        2 9.750e+05 7.090e+07 3.490e+06 2.570e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.07e-20 7.24e-15 1.96e-09 7.35e-05      1.0
1        2 9.750e+05 7.090e+07 4.730e+06 3.480e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.92e-15 1.07e-09 5.44e-05      1.0
