i converge       t_e       t_r        ip        xi      i01      i02      i03      i04      i05      i06      i07      i08      i09      i10      i11      i12      i13      i14      i15      i16      i17      i18      i19      i20      i21      i22      i23      i24      i25      i26      i27
1        3 1.040e+04 7.090e+07 3.750e+04 2.760e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 9.23e-18 8.68e-15 3.11e-12 2.75e-10 8.38e-08 3.14e-05  0.00459    0.102    0.893
1        3 1.040e+04 7.090e+07 5.070e+04 3.730e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  1.7e-20 4.37e-20 3.79e-20 5.46e-20 7.53e-20  1.1e-19 1.51e-19 2.13e-19 3.34e-19  1.5e-18 1.06e-18 1.37e-18 3.01e-18 1.08e-15 5.22e-13 6.25e-11 2.58e-08 1.31e-05  0.00258   0.0777     0.92
1        3 1.040e+04 7.090e+07 6.870e+04 5.050e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.32e-16 8.68e-14 1.41e-11 7.85e-09 5.39e-06  0.00144   0.0587     0.94
1        3 1.040e+04 7.090e+07 9.290e+04 6.830e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.57e-17 1.44e-14 3.15e-12 2.38e-09 2.21e-06   0.0008   0.0441    0.955
1        3 1.040e+04 7.090e+07 1.260e+05 9.250e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.06e-20    1e-20 1.32e-20 1.82e-20 2.66e-20 3.65e-20 5.15e-20 8.09e-20 3.64e-19 2.57e-19 3.32e-19 4.17e-19 2.67e-18 2.38e-15 7.04e-13  7.2e-10 9.04e-07 0.000442    0.033    0.967
1        3 1.040e+04 7.090e+07 1.700e+05 1.250e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  3.9e-16 1.57e-13 2.17e-10 3.68e-07 0.000244   0.0246    0.975
1        3 1.040e+04 7.090e+07 2.300e+05 1.690e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 6.36e-17 3.47e-14  6.5e-11  1.5e-07 0.000134   0.0183    0.982
1        3 1.040e+04 7.090e+07 3.110e+05 2.290e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.19e-20 1.65e-20  2.4e-20  3.3e-20 4.65e-20 7.31e-20 3.29e-19 2.32e-19    3e-19 3.75e-19 6.28e-19 1.14e-17  7.7e-15 1.95e-11 6.07e-08 7.35e-05   0.0136    0.986
1        3 1.040e+04 7.090e+07 4.210e+05 3.100e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.59e-18  1.7e-15 5.84e-12 2.46e-08 4.03e-05   0.0101     0.99
1        3 1.040e+04 7.090e+07 5.700e+05 4.200e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.28e-20  1.8e-20 2.83e-20 1.27e-19 8.99e-20 1.16e-19 1.45e-19 2.42e-19 6.31e-19 3.77e-16 1.74e-12 9.94e-09 2.21e-05  0.00746    0.993
1        3 1.040e+04 7.090e+07 7.720e+05 5.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.35e-20 1.85e-20 2.61e-20 4.09e-20 1.84e-19  1.3e-19 1.68e-19  2.1e-19  3.5e-19 5.55e-19 8.39e-17 5.22e-13 4.02e-09 1.21e-05  0.00553    0.994
1        3 1.040e+04 7.090e+07 1.040e+06 7.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.04e-20 1.84e-17 1.56e-13 1.63e-09 6.61e-06  0.00409    0.996
1        3 1.040e+04 7.090e+07 1.410e+06 1.040e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.06e-18 4.66e-14 6.58e-10 3.61e-06  0.00303    0.997
1        3 1.040e+04 7.090e+07 1.910e+06 1.410e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 8.95e-19 1.39e-14 2.66e-10 1.98e-06  0.00224    0.998
1        3 1.040e+04 7.090e+07 2.590e+06 1.900e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.94e-19 4.16e-15 1.07e-10 1.08e-06  0.00166    0.998
1        3 1.040e+04 7.090e+07 3.500e+06 2.570e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.32e-20 1.24e-15 4.34e-11  5.9e-07  0.00122    0.999
1        3 1.040e+04 7.090e+07 4.730e+06 3.480e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  3.7e-16 1.75e-11 3.22e-07 0.000905    0.999
